player_id,name,draft_year,age,position,conference,height_inches,weight_lbs,games_played,ppg,rpg,apg,spg,bpg,topg,fg_pct,three_pct,ft_pct,per,win_shares,drafted
P0180,Player_P0180,2018,18.0,PG,ACC,74,193,21,15.5,3.7,4.6,0.8,1.6,1.5,0.384,0.478,0.761,13.0,4.0,0
P0181,Player_P0181,2020,19.1,SF,SEC,75,184,31,15.9,6.1,3.5,1.8,0.8,1.9,0.497,0.435,0.824,25.6,7.1,1
P0182,Player_P0182,2016,19.5,PF,Big Ten,81,248,27,8.7,9.1,3.0,2.7,1.3,1.8,0.503,0.406,0.795,23.2,8.6,1
P0183,Player_P0183,2021,21.0,SG,ACC,72,213,25,21.5,3.7,2.6,1.0,1.1,1.2,0.393,0.435,0.675,23.6,8.2,1
P0184,Player_P0184,2015,19.8,SF,Big Ten,73,205,27,6.8,0.9,2.7,0.9,1.8,2.4,0.507,0.373,0.888,5.5,6.3,0
P0185,Player_P0185,2018,19.6,SF,SEC,80,204,37,9.0,6.7,2.9,0.6,0.1,2.7,0.393,0.382,0.66,11.4,0.3,0
P0186,Player_P0186,2017,20.3,SG,Big East,76,188,34,12.1,4.7,4.6,0.8,0.9,1.4,0.467,0.184,0.962,18.6,4.0,0
P0187,Player_P0187,2021,19.6,PG,Big 12,81,204,37,8.1,5.2,3.0,1.2,0.5,0.4,0.362,0.305,0.832,18.6,0.8,0
P0188,Player_P0188,2021,22.4,C,Other,74,190,27,12.5,6.9,1.6,1.0,0.4,3.3,0.469,0.298,0.795,12.7,3.6,0
P0189,Player_P0189,2021,19.4,C,Big Ten,77,208,27,7.2,4.4,2.6,0.6,1.2,2.4,0.306,0.319,0.626,13.0,6.7,0
P0190,Player_P0190,2011,20.4,SF,SEC,83,200,20,3.7,4.8,0.0,1.1,0.8,1.0,0.566,0.384,0.802,25.3,0.0,0
P0191,Player_P0191,2013,20.8,C,Big Ten,77,244,33,20.0,0.0,5.9,0.8,2.0,1.6,0.464,0.376,0.861,20.1,4.2,1
P0192,Player_P0192,2022,19.4,SG,Other,70,225,20,9.6,9.2,3.7,0.3,0.2,3.1,0.272,0.236,0.529,21.7,5.4,0
P0193,Player_P0193,2011,20.2,C,Big Ten,81,232,39,21.9,7.0,4.6,1.3,0.9,3.4,0.492,0.352,0.675,18.7,4.5,1
P0194,Player_P0194,2020,19.5,SF,Other,74,196,33,6.5,2.4,2.1,1.3,0.2,2.3,0.387,0.341,0.752,24.9,5.9,0
P0195,Player_P0195,2018,20.3,C,Big East,76,208,29,14.1,2.5,3.7,1.3,0.6,3.1,0.401,0.388,0.708,27.1,1.0,0
P0196,Player_P0196,2014,20.1,PF,SEC,74,203,33,18.9,5.8,4.6,0.9,0.6,0.8,0.418,0.444,0.674,14.5,3.1,0
P0197,Player_P0197,2010,19.9,C,SEC,77,188,39,10.0,2.7,3.3,1.4,1.8,2.0,0.4,0.31,0.817,11.6,4.7,0
P0198,Player_P0198,2010,18.8,SF,Big 12,73,206,23,10.9,1.6,5.4,0.4,0.5,1.7,0.391,0.388,0.64,25.2,3.5,0
P0199,Player_P0199,2022,21.9,C,ACC,75,193,34,17.4,7.1,3.3,0.4,0.0,2.3,0.37,0.38,0.679,11.2,0.0,0
P0200,Player_P0200,2011,20.6,C,Other,79,215,37,18.8,7.6,5.4,1.5,0.4,2.3,0.565,0.346,0.756,18.8,0.9,1
P0201,Player_P0201,2020,18.4,PF,Big East,86,215,31,19.9,5.0,3.4,0.9,1.2,3.4,0.548,0.353,1.0,26.4,6.3,1
P0202,Player_P0202,2012,19.6,SG,ACC,74,198,33,24.2,6.2,0.6,1.1,0.6,1.1,0.425,0.302,0.565,15.3,0.0,0
P0203,Player_P0203,2015,18.4,PG,ACC,79,206,30,16.7,5.4,3.1,1.3,2.3,3.1,0.562,0.282,0.676,19.5,5.5,1
P0204,Player_P0204,2011,20.8,SF,Big 12,72,191,23,11.5,7.0,0.0,1.9,0.1,3.6,0.372,0.251,0.565,8.8,4.1,0
P0205,Player_P0205,2018,20.0,PF,Big East,83,212,39,23.0,5.6,2.7,0.7,1.8,2.8,0.411,0.485,0.816,16.9,5.7,1
P0206,Player_P0206,2011,20.0,C,SEC,76,223,25,10.7,0.0,2.5,2.3,0.7,2.4,0.454,0.326,0.785,10.0,5.3,0
P0207,Player_P0207,2018,19.2,PF,Pac-12,75,231,27,9.9,4.9,1.3,0.7,0.0,1.7,0.427,0.301,0.787,21.3,2.5,0
P0208,Player_P0208,2023,19.7,PF,ACC,75,221,39,16.1,6.8,1.8,0.4,0.9,2.3,0.464,0.377,0.655,16.0,0.0,0
P0209,Player_P0209,2020,20.8,SF,Other,76,242,21,11.4,4.5,5.3,0.9,1.4,1.0,0.459,0.316,0.768,18.9,4.2,0
P0210,Player_P0210,2019,21.1,C,Big Ten,74,189,28,7.4,5.6,4.2,0.9,0.8,2.4,0.377,0.266,0.703,18.3,0.0,0
P0211,Player_P0211,2022,20.8,SG,Big 12,78,154,31,11.1,7.4,1.5,0.5,0.2,0.8,0.512,0.311,0.842,15.0,6.0,0
P0212,Player_P0212,2021,18.4,PF,Other,80,196,24,14.6,5.7,1.8,2.6,0.1,1.6,0.428,0.387,0.708,20.9,1.2,0
P0213,Player_P0213,2020,19.8,SF,Big East,75,216,33,6.1,9.3,0.6,1.2,0.1,1.4,0.541,0.258,0.452,18.3,4.6,0
P0214,Player_P0214,2017,20.3,SF,SEC,77,208,30,3.8,8.3,3.6,1.3,1.6,0.0,0.465,0.345,0.801,14.4,1.4,0
P0215,Player_P0215,2015,19.3,SG,Other,75,211,25,22.0,5.2,2.1,0.7,0.7,1.7,0.558,0.326,0.679,7.6,1.8,0
P0216,Player_P0216,2018,18.3,PF,ACC,74,254,24,15.5,3.8,2.7,1.5,2.1,3.2,0.489,0.451,0.781,25.7,4.7,1
P0217,Player_P0217,2011,18.7,C,ACC,81,213,25,11.3,0.0,2.7,1.6,0.9,1.8,0.454,0.309,0.75,9.7,4.8,0
P0218,Player_P0218,2022,21.5,SF,Big Ten,80,227,35,19.9,5.4,4.6,1.6,0.8,3.4,0.477,0.425,0.912,21.8,2.2,1
P0219,Player_P0219,2022,18.8,PG,Big Ten,71,186,30,14.7,2.1,3.9,0.3,0.4,3.8,0.398,0.338,0.727,16.4,4.9,0
P0220,Player_P0220,2013,20.0,PG,Big East,77,183,35,20.9,6.1,2.4,0.9,0.1,2.3,0.472,0.234,0.768,9.2,1.5,0
P0221,Player_P0221,2020,19.8,PG,SEC,80,237,34,14.9,5.9,1.9,1.8,0.1,2.3,0.449,0.405,0.753,17.3,2.4,0
P0222,Player_P0222,2019,19.8,SF,Big 12,75,207,36,4.4,7.2,5.5,0.8,1.4,2.5,0.405,0.324,0.666,17.0,3.1,0
P0223,Player_P0223,2021,19.7,PG,Big East,77,218,37,16.1,6.7,3.5,0.7,0.2,1.3,0.504,0.367,0.85,16.9,5.6,1
P0224,Player_P0224,2022,20.8,SG,Big 12,74,193,32,10.0,5.4,3.6,1.0,1.0,2.5,0.442,0.411,0.63,16.7,0.7,0
P0225,Player_P0225,2020,20.0,PF,ACC,77,194,27,13.0,5.1,2.4,0.4,1.1,1.7,0.474,0.376,0.788,19.7,6.7,1
P0226,Player_P0226,2023,19.4,PF,Big 12,81,220,33,9.3,3.2,0.9,1.2,1.2,1.5,0.525,0.382,0.708,25.2,4.9,1
P0227,Player_P0227,2014,20.1,PF,Big East,77,191,38,25.7,7.6,4.0,1.2,1.3,2.3,0.536,0.438,0.809,14.8,1.1,1
P0228,Player_P0228,2016,18.7,PF,SEC,80,224,26,24.9,8.3,0.4,1.7,1.9,3.8,0.558,0.393,0.852,29.2,7.5,1
P0229,Player_P0229,2012,20.5,PG,Other,80,201,29,19.5,4.6,0.7,1.6,1.4,3.6,0.512,0.461,0.831,19.4,4.5,0
P0230,Player_P0230,2021,19.3,C,Other,70,193,37,21.1,7.0,1.6,0.5,1.5,2.2,0.499,0.213,0.747,20.7,2.0,0
P0231,Player_P0231,2013,19.4,SG,Big East,72,227,31,10.8,3.1,4.4,1.0,0.0,0.6,0.435,0.273,0.727,19.0,1.0,0
P0232,Player_P0232,2017,20.5,PG,Big East,74,213,22,16.2,5.8,5.1,1.9,0.9,2.8,0.444,0.378,0.706,19.2,5.0,1
P0233,Player_P0233,2012,19.6,C,SEC,75,176,27,16.7,4.2,4.4,2.2,0.2,1.8,0.442,0.311,0.643,25.3,5.5,1
P0234,Player_P0234,2013,19.6,SF,Other,75,190,25,15.1,4.4,4.8,0.2,1.8,2.5,0.423,0.328,0.742,23.4,6.6,0
P0235,Player_P0235,2019,21.2,SG,SEC,75,241,29,21.3,9.0,2.6,1.1,2.3,2.6,0.403,0.39,0.77,18.4,8.9,1
P0236,Player_P0236,2013,19.0,SG,Big 12,79,212,39,6.6,7.1,4.0,1.1,0.2,4.2,0.417,0.359,0.818,18.9,0.0,0
P0237,Player_P0237,2017,20.5,SF,Big Ten,78,201,36,19.2,5.5,2.8,1.9,1.2,2.2,0.543,0.315,0.827,12.9,5.1,1
P0238,Player_P0238,2016,20.9,SF,Other,76,203,39,9.7,4.7,2.7,0.8,0.7,2.1,0.366,0.343,0.782,16.7,0.5,0
P0239,Player_P0239,2018,21.2,PG,Big 12,77,227,34,10.4,8.5,3.6,0.0,1.3,0.0,0.464,0.252,0.683,17.5,5.7,0
P0240,Player_P0240,2013,22.2,PG,Big East,73,205,30,16.7,2.1,5.3,0.8,1.2,2.0,0.482,0.301,0.556,17.9,4.9,0
P0241,Player_P0241,2016,19.4,C,Other,76,214,33,16.6,5.7,2.7,1.1,0.3,2.5,0.419,0.346,0.723,20.6,4.6,1
P0242,Player_P0242,2010,19.1,SF,Big 12,78,197,29,23.7,6.4,5.6,2.5,0.4,1.1,0.603,0.409,0.833,20.3,8.1,1
P0243,Player_P0243,2017,20.8,C,Big 12,79,169,20,5.4,5.5,1.0,0.9,1.3,1.6,0.463,0.29,0.767,11.8,2.8,0
P0244,Player_P0244,2011,20.9,PF,Big Ten,72,199,22,18.1,6.2,3.5,1.9,0.6,3.1,0.403,0.272,0.731,33.3,9.2,1
P0245,Player_P0245,2020,19.2,PF,SEC,77,220,31,6.9,4.0,4.2,0.5,0.6,1.0,0.476,0.326,0.747,14.4,4.3,0
P0246,Player_P0246,2021,20.5,SG,Pac-12,75,217,33,12.0,4.3,1.7,2.0,0.0,1.7,0.45,0.339,0.625,24.7,4.7,0
P0247,Player_P0247,2015,22.7,C,Big 12,77,213,25,9.5,5.0,0.0,2.2,1.1,1.7,0.405,0.328,0.649,13.1,2.5,0
P0248,Player_P0248,2022,20.1,PF,SEC,67,198,20,10.3,6.9,1.5,1.1,0.8,2.5,0.468,0.181,0.842,18.2,1.4,0
P0249,Player_P0249,2015,20.9,PF,SEC,77,189,21,16.0,4.3,3.3,2.6,0.1,2.4,0.445,0.19,0.602,21.4,4.7,0
P0250,Player_P0250,2022,21.6,SG,Big Ten,76,216,26,19.5,4.2,2.4,0.6,0.5,2.7,0.404,0.308,0.909,19.9,6.9,0
P0251,Player_P0251,2017,22.5,SF,ACC,77,224,37,22.3,5.6,1.0,1.4,0.4,1.8,0.577,0.222,0.865,21.1,8.1,1
P0252,Player_P0252,2017,20.2,SG,Big Ten,78,194,28,10.0,4.1,1.7,0.6,0.4,2.7,0.525,0.314,0.912,23.1,7.0,0
P0253,Player_P0253,2015,21.3,C,Other,81,212,39,19.9,10.7,1.6,2.9,1.4,4.3,0.528,0.225,0.804,22.4,6.0,1
P0254,Player_P0254,2023,19.2,C,Big Ten,73,187,37,8.1,5.7,3.0,2.4,0.0,2.4,0.451,0.313,0.689,13.7,0.6,0
P0255,Player_P0255,2019,20.0,SG,ACC,76,193,37,7.0,3.7,3.4,0.8,1.5,3.6,0.443,0.307,0.752,16.7,0.8,0
P0256,Player_P0256,2016,19.6,PG,Big 12,79,198,39,16.8,4.1,4.8,1.2,0.9,3.0,0.528,0.323,0.697,13.2,1.5,1
P0257,Player_P0257,2021,18.1,SG,Pac-12,76,222,24,9.8,4.0,3.3,0.5,0.0,2.5,0.543,0.381,0.661,28.6,0.0,0
P0258,Player_P0258,2016,18.4,SG,Big East,76,198,39,13.2,9.0,3.2,1.7,0.0,2.7,0.502,0.291,0.621,13.3,6.8,0
P0259,Player_P0259,2022,20.4,PG,Big 12,81,224,38,23.2,6.7,4.2,0.3,1.6,2.8,0.486,0.343,0.794,28.0,8.8,1
P0260,Player_P0260,2016,20.4,C,SEC,73,208,35,11.8,5.6,3.1,0.7,1.0,2.7,0.304,0.349,0.65,8.5,7.8,0
P0261,Player_P0261,2021,19.0,SF,Big East,77,150,23,19.6,1.8,3.7,0.0,0.8,2.1,0.442,0.36,0.832,16.7,2.8,0
P0262,Player_P0262,2013,21.6,PG,Other,75,229,25,22.0,7.4,2.3,1.3,1.3,3.0,0.432,0.278,0.842,26.5,1.8,1
P0263,Player_P0263,2017,18.9,PF,Pac-12,77,234,33,18.1,8.4,0.4,1.1,2.0,1.6,0.442,0.328,0.943,26.4,8.2,1
P0264,Player_P0264,2018,20.3,SG,Pac-12,85,233,20,33.9,1.8,4.7,0.9,1.1,2.2,0.455,0.421,0.748,20.5,5.7,1
P0265,Player_P0265,2017,19.6,PG,ACC,74,210,36,14.3,7.9,1.3,1.0,0.5,0.7,0.426,0.249,0.835,23.1,2.1,0
P0266,Player_P0266,2016,20.1,SF,Big 12,79,243,28,19.0,11.0,0.9,0.0,0.6,1.3,0.538,0.484,0.718,20.3,10.8,1
P0267,Player_P0267,2010,20.9,SF,Other,76,220,20,9.4,6.5,3.3,1.3,2.3,0.8,0.508,0.345,0.788,23.2,8.2,1
P0268,Player_P0268,2023,20.8,PF,Big Ten,77,228,25,15.3,10.7,5.3,1.4,1.3,2.1,0.484,0.421,0.733,23.0,2.9,1
P0269,Player_P0269,2013,20.7,SG,Big 12,79,221,27,23.7,8.6,1.6,0.7,1.8,2.2,0.497,0.421,0.624,17.7,5.2,1
P0270,Player_P0270,2012,20.6,PF,Pac-12,72,198,33,3.4,2.5,0.8,0.7,1.6,3.2,0.52,0.151,0.834,17.5,0.0,0
P0271,Player_P0271,2021,18.7,PF,Other,79,200,32,7.2,6.3,2.2,1.1,1.3,3.1,0.379,0.326,0.872,33.2,10.4,1
P0272,Player_P0272,2011,21.1,PF,ACC,72,199,27,11.5,5.4,0.0,0.1,0.9,1.1,0.505,0.372,0.879,17.3,4.1,0
P0273,Player_P0273,2020,18.9,C,Other,81,250,32,10.3,6.2,2.3,0.1,2.1,0.0,0.444,0.368,0.657,13.3,0.8,0
P0274,Player_P0274,2014,19.9,C,Big Ten,75,160,37,5.2,5.1,6.0,0.0,1.7,2.4,0.53,0.246,0.774,23.2,2.6,0
P0275,Player_P0275,2020,19.6,SF,Other,77,216,27,16.3,10.8,3.3,2.3,1.2,3.4,0.5,0.276,0.691,21.7,3.9,1
P0276,Player_P0276,2013,20.4,SG,Other,75,205,27,15.4,3.3,1.0,0.1,0.2,2.6,0.561,0.331,0.715,13.0,0.0,0
P0277,Player_P0277,2019,19.5,SF,Big East,73,189,22,20.9,7.5,2.7,2.2,2.0,3.0,0.569,0.371,0.701,10.6,7.8,0
P0278,Player_P0278,2023,19.8,SF,Other,78,246,27,21.3,5.9,2.8,2.2,0.7,2.3,0.489,0.385,0.642,17.6,6.7,1
P0279,Player_P0279,2017,21.6,PG,Other,83,221,25,9.0,4.1,0.5,2.0,0.6,3.7,0.49,0.357,0.767,22.2,3.5,0
P0280,Player_P0280,2017,18.7,C,Other,80,204,35,7.0,6.9,0.7,0.8,0.0,3.2,0.438,0.408,0.694,14.6,6.2,0
P0281,Player_P0281,2018,20.0,SF,SEC,78,183,22,21.8,5.5,6.2,2.4,0.8,1.9,0.522,0.46,0.956,30.7,7.1,1
P0282,Player_P0282,2015,18.9,PG,SEC,78,203,31,19.4,5.5,2.2,1.8,0.0,3.4,0.403,0.35,0.627,19.3,4.2,0
P0283,Player_P0283,2017,20.7,C,ACC,74,203,35,8.1,1.7,2.9,1.8,0.9,3.5,0.437,0.417,0.604,14.3,1.3,0
P0284,Player_P0284,2018,19.3,C,Big Ten,71,203,25,19.4,2.2,3.5,0.5,0.0,2.0,0.473,0.321,0.673,17.9,1.0,0
P0285,Player_P0285,2010,20.0,SF,Pac-12,79,201,21,14.6,3.5,2.0,0.8,1.8,0.7,0.465,0.251,0.764,17.3,1.6,0
P0286,Player_P0286,2016,18.7,C,ACC,79,210,33,13.6,0.2,2.6,0.5,1.0,4.5,0.559,0.377,0.656,10.3,7.7,0
P0287,Player_P0287,2017,21.3,C,Other,79,220,31,10.5,9.0,0.9,0.9,2.1,2.1,0.446,0.43,0.808,13.7,2.0,0
P0288,Player_P0288,2012,20.1,C,Big Ten,75,180,31,15.3,6.4,0.5,1.1,0.1,3.2,0.351,0.42,0.709,17.8,3.8,0
P0289,Player_P0289,2016,20.1,C,ACC,75,184,37,11.9,5.4,0.3,0.8,1.6,1.4,0.539,0.38,0.694,22.4,0.4,0
P0290,Player_P0290,2015,20.8,PG,Big Ten,78,170,22,10.2,0.0,3.5,0.0,0.0,3.0,0.367,0.166,0.722,22.4,0.1,0
P0291,Player_P0291,2017,18.7,PG,ACC,77,209,23,19.9,5.3,3.1,1.5,1.4,3.3,0.434,0.429,0.908,22.5,2.9,1
P0292,Player_P0292,2014,19.4,SF,Big Ten,75,210,29,11.3,5.5,0.0,1.4,0.3,1.6,0.456,0.289,0.597,18.4,2.2,0
P0293,Player_P0293,2022,20.2,PF,SEC,71,215,31,8.0,10.4,2.4,0.9,0.4,1.9,0.465,0.333,0.869,13.9,2.4,0
P0294,Player_P0294,2018,18.2,C,Big Ten,77,230,38,23.7,7.0,4.5,1.0,1.9,4.0,0.539,0.451,0.74,24.4,6.6,1
P0295,Player_P0295,2018,18.3,PF,Other,82,210,32,13.6,7.8,1.7,2.0,1.9,1.3,0.519,0.517,0.753,18.8,6.4,1
P0296,Player_P0296,2021,19.2,SG,Big 12,72,193,24,14.4,4.3,1.6,0.6,0.0,0.9,0.351,0.487,0.826,14.0,6.9,0
P0297,Player_P0297,2010,18.9,C,Big East,84,211,37,13.8,8.3,2.3,1.8,1.5,1.6,0.512,0.391,0.657,21.8,4.5,1
P0298,Player_P0298,2013,19.7,SF,Big East,86,190,28,17.1,7.6,6.1,0.8,1.3,3.6,0.471,0.45,0.744,21.8,3.7,1
P0299,Player_P0299,2012,20.5,PF,ACC,78,185,37,20.7,4.6,1.1,1.4,1.4,4.3,0.367,0.389,0.671,10.1,0.0,0
P0300,Player_P0300,2018,20.7,SG,ACC,79,194,25,19.7,3.8,2.6,1.0,0.9,2.7,0.5,0.395,0.807,21.4,1.0,0
P0301,Player_P0301,2014,21.8,PF,Other,74,209,35,16.4,9.0,3.3,1.1,1.4,1.5,0.496,0.375,0.656,6.8,0.0,0
P0302,Player_P0302,2019,20.0,PG,Big East,71,262,30,10.1,5.6,2.7,0.6,0.0,0.7,0.4,0.276,0.715,14.9,6.1,0
P0303,Player_P0303,2023,20.2,C,Big Ten,74,211,31,10.5,8.2,3.0,0.8,0.4,3.8,0.321,0.365,0.781,21.7,5.2,0
P0304,Player_P0304,2015,20.0,C,Pac-12,79,237,39,18.9,3.8,0.5,1.0,1.1,2.7,0.376,0.258,0.814,19.0,0.4,0
P0305,Player_P0305,2014,20.3,PF,Big 12,76,214,23,16.3,10.5,4.9,1.1,1.7,1.6,0.469,0.377,0.863,33.1,4.4,1
P0306,Player_P0306,2016,20.4,C,ACC,79,238,26,18.7,6.9,1.7,0.7,1.5,2.6,0.46,0.41,0.781,28.7,8.3,1
P0307,Player_P0307,2016,20.9,C,Big Ten,71,185,23,21.4,6.6,3.0,1.3,1.3,1.1,0.433,0.273,0.632,13.8,6.4,0
P0308,Player_P0308,2015,20.9,PG,Big East,82,224,36,26.3,3.4,0.0,1.9,1.9,2.2,0.484,0.407,0.811,19.2,8.1,1
P0309,Player_P0309,2014,20.5,SG,Big 12,78,175,37,20.8,4.2,3.5,1.2,0.2,2.4,0.449,0.29,0.653,18.3,0.0,0
P0310,Player_P0310,2015,21.5,PG,SEC,78,237,36,5.0,5.5,3.0,0.0,1.0,0.1,0.362,0.315,0.795,7.1,0.8,0
P0311,Player_P0311,2016,20.0,SG,ACC,78,206,24,24.0,10.1,5.2,1.4,1.8,1.1,0.586,0.385,0.936,26.9,1.8,1
P0312,Player_P0312,2016,19.4,SF,ACC,79,188,25,20.9,5.6,5.3,2.1,1.3,0.0,0.42,0.354,0.8,24.3,5.8,1
P0313,Player_P0313,2016,19.6,PG,Big Ten,75,198,28,12.1,5.0,4.7,2.2,0.4,3.4,0.39,0.283,0.725,13.7,2.9,0
P0314,Player_P0314,2014,19.9,PG,SEC,76,218,35,10.7,1.8,2.4,1.9,0.1,2.2,0.463,0.41,0.722,18.9,1.5,0
P0315,Player_P0315,2018,18.9,PF,Other,82,237,35,30.7,6.8,3.2,1.0,0.8,1.6,0.495,0.426,0.78,24.4,8.5,1
P0316,Player_P0316,2016,19.4,PF,Big East,84,219,39,17.4,1.2,3.9,1.4,1.4,3.0,0.572,0.299,0.575,20.3,4.0,0
P0317,Player_P0317,2013,18.9,SG,Big Ten,78,188,35,8.1,7.0,1.8,0.6,0.8,2.4,0.378,0.332,0.711,7.5,0.0,0
P0318,Player_P0318,2020,20.3,PF,ACC,75,179,39,11.5,2.6,0.5,1.0,1.3,3.3,0.404,0.297,0.731,22.6,2.7,0
P0319,Player_P0319,2022,20.4,SF,Big Ten,77,204,25,5.8,6.3,3.2,1.4,1.0,2.1,0.471,0.368,0.597,13.6,5.5,0
P0320,Player_P0320,2015,18.2,SF,Other,83,177,32,15.0,7.9,0.8,2.3,2.3,2.9,0.473,0.339,0.728,24.3,9.1,1
P0321,Player_P0321,2017,19.3,PG,SEC,81,223,30,16.6,7.7,3.3,2.3,1.4,3.9,0.431,0.41,0.73,18.2,2.9,1
P0322,Player_P0322,2023,21.8,PF,Other,74,230,23,11.8,6.6,3.3,1.0,0.1,2.3,0.445,0.333,0.721,25.6,0.0,0
P0323,Player_P0323,2014,20.6,PF,Big 12,72,196,38,12.1,6.5,3.9,1.9,1.0,3.5,0.4,0.514,0.734,21.5,0.7,1
P0324,Player_P0324,2013,20.5,PG,SEC,79,211,22,19.7,0.0,0.1,0.8,0.3,1.5,0.325,0.325,0.67,7.0,1.2,0
P0325,Player_P0325,2014,19.3,PG,SEC,77,206,37,10.2,4.7,4.0,0.0,1.3,2.6,0.36,0.375,0.666,16.2,2.3,0
P0326,Player_P0326,2016,20.3,SG,Pac-12,83,191,25,26.8,12.4,3.7,1.7,1.0,2.9,0.496,0.281,0.815,26.6,5.0,1
P0327,Player_P0327,2016,20.0,PG,SEC,76,179,24,3.2,9.6,1.9,1.9,2.0,0.0,0.444,0.397,0.747,20.0,4.6,0
P0328,Player_P0328,2018,19.2,C,Big Ten,74,216,32,13.4,8.5,3.8,2.4,1.4,2.1,0.497,0.36,0.772,23.2,3.4,1
P0329,Player_P0329,2013,19.5,C,Big 12,74,245,29,4.7,2.1,2.0,1.1,1.7,2.4,0.461,0.298,0.52,20.1,1.2,0
P0330,Player_P0330,2017,19.5,PG,Other,82,205,27,24.9,6.1,4.4,1.0,0.6,3.0,0.414,0.362,0.942,24.4,5.7,1
P0331,Player_P0331,2011,18.5,SG,Big Ten,80,170,38,15.7,1.6,3.6,0.7,0.6,0.5,0.442,0.302,0.71,19.8,1.2,0
P0332,Player_P0332,2023,18.7,SG,Big East,76,143,33,10.1,9.3,0.0,0.5,1.0,2.3,0.398,0.468,0.767,16.5,5.7,0
P0333,Player_P0333,2014,19.8,C,Other,74,220,32,13.8,8.0,2.6,1.3,1.4,2.3,0.429,0.349,0.827,12.5,5.8,0
P0334,Player_P0334,2014,19.2,PF,SEC,74,203,35,8.4,6.4,2.6,0.9,0.7,1.1,0.482,0.289,0.652,16.9,1.9,0
P0335,Player_P0335,2012,19.7,C,SEC,79,228,36,12.3,5.9,5.3,1.3,0.6,0.6,0.502,0.26,0.805,15.7,8.2,0
P0336,Player_P0336,2015,18.4,SG,ACC,78,187,23,21.6,9.0,0.6,1.2,0.3,1.7,0.431,0.218,0.607,23.1,1.2,0
P0337,Player_P0337,2023,20.8,PG,Big East,78,212,28,10.3,8.5,1.9,0.7,0.0,2.7,0.384,0.272,0.731,13.4,5.6,0
P0338,Player_P0338,2018,22.1,SF,Other,75,222,38,13.9,8.4,1.1,0.1,0.7,2.4,0.46,0.383,0.698,13.2,6.6,0
P0339,Player_P0339,2019,21.0,C,Other,78,196,36,4.2,6.6,0.9,0.1,0.3,1.1,0.469,0.3,0.724,12.5,0.0,0
P0340,Player_P0340,2018,21.1,C,Big Ten,74,196,21,19.6,4.6,4.2,2.8,0.1,2.1,0.514,0.263,0.631,25.5,4.4,0
P0341,Player_P0341,2014,20.6,SF,Other,79,209,24,15.6,8.4,3.5,1.5,0.0,1.9,0.508,0.401,0.779,15.7,8.8,1
P0342,Player_P0342,2021,20.3,SG,Big 12,79,216,25,17.3,7.5,1.7,1.8,0.0,0.8,0.4,0.375,0.863,22.5,5.1,0
P0343,Player_P0343,2014,20.1,PG,Pac-12,79,205,30,11.4,5.0,1.7,0.6,1.2,2.1,0.485,0.324,0.633,10.8,0.2,0
P0344,Player_P0344,2021,19.1,SF,Big Ten,73,224,36,15.1,4.6,1.7,1.0,1.0,3.3,0.416,0.286,0.737,18.5,4.4,0
P0345,Player_P0345,2023,20.7,SF,Big Ten,79,235,29,16.4,3.6,4.0,1.6,1.6,1.5,0.414,0.407,0.687,24.7,5.2,1
P0346,Player_P0346,2010,20.6,PG,Pac-12,76,178,23,9.7,9.7,0.6,0.2,0.7,3.2,0.515,0.484,0.693,22.2,5.8,0
P0347,Player_P0347,2012,19.5,C,SEC,81,245,31,17.5,3.6,2.1,0.6,0.0,3.6,0.358,0.415,0.842,21.4,5.2,0
P0348,Player_P0348,2020,20.5,PF,Other,70,193,24,8.2,4.8,2.0,1.8,1.2,1.8,0.563,0.433,0.681,16.4,3.1,0
P0349,Player_P0349,2011,19.3,SG,Big Ten,79,213,33,15.2,7.3,3.8,1.9,1.1,1.6,0.447,0.364,0.744,22.0,0.0,1
P0350,Player_P0350,2020,19.4,SG,Other,72,204,39,10.0,6.7,2.7,0.4,0.9,3.0,0.492,0.319,0.631,24.1,2.8,0
P0351,Player_P0351,2013,20.8,SG,SEC,73,220,32,27.5,8.2,2.5,3.0,0.9,2.2,0.528,0.288,0.665,24.3,5.8,1
P0352,Player_P0352,2018,20.4,C,ACC,73,209,38,20.3,4.7,1.2,1.3,1.0,2.9,0.512,0.419,0.649,21.8,5.0,1
P0353,Player_P0353,2019,19.8,PF,Big Ten,75,205,30,12.2,6.6,2.3,0.7,0.0,1.9,0.424,0.404,0.777,6.7,2.3,0
P0354,Player_P0354,2014,19.7,PG,Big East,74,204,36,6.6,6.8,5.7,1.0,1.3,2.5,0.491,0.353,0.663,7.9,1.0,0
P0355,Player_P0355,2022,20.2,SG,Other,80,238,38,21.9,5.4,4.3,1.6,1.9,2.0,0.416,0.424,0.81,24.0,4.2,1
P0356,Player_P0356,2022,18.2,PF,ACC,74,158,23,12.2,4.4,0.9,1.2,0.4,1.1,0.406,0.284,0.762,27.1,0.0,0
P0357,Player_P0357,2013,19.2,SG,Big 12,72,243,33,9.3,5.3,1.1,1.2,0.9,1.7,0.549,0.373,0.846,5.8,0.0,0
P0358,Player_P0358,2020,18.7,C,SEC,78,202,25,11.7,2.4,0.9,0.6,1.5,3.0,0.442,0.38,0.777,12.1,2.2,0
P0359,Player_P0359,2019,20.0,SF,Pac-12,78,217,21,12.7,5.1,4.1,0.7,1.4,1.9,0.399,0.34,0.886,16.4,3.9,0
